,title_id,title,start_year,rating,votes
240,tt3824018,Pickle and Peanut,2015,3.9,1499
241,tt7939768,The Mighty Ducks: Game Changers,2021,7.4,4570
242,tt10389464,Mexico Untamed,2018,7.3,22
243,tt1935859,Miss Peregrine's Home for Peculiar Children,2016,6.7,169348
244,tt7244686,Miss Peregrine's Home for Peculiar Children,2016,7.0,7
245,tt14017018,Own the Room,2021,6.4,227
246,tt0455499,Garfield: A Tail of Two Kitties,2006,5.0,42685
247,tt13845582,Mickey Go Local,2019,5.7,59
248,tt10761742,Okavango: River of Dreams,2019,8.3,105
249,tt1571313,Pair of Kings,2010,5.7,4066
250,tt10329642,Secrets of Sulphur Springs,2021,7.6,2772
251,tt0452598,Cheaper by the Dozen 2,2005,5.5,58572
252,tt8521736,Flora & Ulysses,2021,6.2,5977
253,tt2262227,The Book of Life,2014,7.2,70425
254,tt0074028,The Muppet Show,1976,8.4,24353
255,tt12583300,Marvel Battleworld: Mystery of the Thanostones,2020,5.9,86
256,tt13885628,Marvel's Behind the Mask,2021,6.4,432
257,tt1414382,You Again,2010,5.7,51886
258,tt13009970,Expedition Everest,2020,6.6,129
259,tt10833270,Upside-Down Magic,2020,5.3,1501
260,tt0101081,Dinosaurs,1991,7.5,18864
261,tt13634444,Pixar Popcorn,2021,6.6,1947
262,tt8558972,Wild Uganda,2018,7.3,17
263,tt8265568,Isle of Dogs,2018,7.0,10
264,tt5104604,Isle of Dogs,2018,7.8,164003
265,tt5028340,Mary Poppins Returns,2018,6.7,86826
266,tt9397920,Mary Poppins Returns,2018,7.4,18
267,tt11742118,WandaVision,2020,7.4,59
268,tt14182462,WandaVision,2021,8.6,12
269,tt9140560,WandaVision,2021,7.9,293953
270,tt13846912,WandaVision,2021,7.5,1026
271,tt14201938,WandaVision,2021,7.5,19
272,tt14249086,WandaVision,2021,7.0,32
273,tt11138524,Disney Fam Jam,2020,5.5,28
274,tt3411444,Ferdinand,2017,6.7,56023
275,tt7772478,Ferdinand,2017,7.2,7
276,tt5828074,Mega Hammerhead,2016,6.5,79
277,tt19120100,Burrow,2020,7.4,52
